시간(초),strain(%),Cycle,카운터(회),저항01(Ω),저항02(Ω),저항03(Ω),저항04(Ω),저항05(Ω),저항06(Ω),저항07(Ω),저항08(Ω)
0,0,0,0,8.26591,16.69016,15.68918,17.76945,16.86409,7.370309,18.54329,14.32333
0.8,0.091403921,0.01757894,0,8.235817,16.30722,15.70676,17.83964,16.82662,7.322812,17.90628,15.33445
2.2,0.686641784,0.048342086,0,8.199532,16.10358,15.44568,16.97963,16.72437,7.288708,18.50237,15.09294
3.4,1.62253711,0.074710497,0,8.18282,16.10452,15.77127,16.9155,16.89421,7.252135,18.51219,14.09538
4.8,3.175087283,0.105473643,0,9.019258,17.28671,17.71209,18.58172,17.24485,8.2372,18.95432,15.11094
6.2,5.168057015,0.136236788,0,10.42065,18.67912,20.61898,19.33142,19.39805,9.892314,20.12501,16.16865
7.4,7.170976971,0.162605199,0,11.63462,20.24027,21.64471,21.98823,24.16679,11.00498,22.39306,16.71766
8.6,9.388305217,0.18897361,0,12.27787,21.61201,22.0899,22.20255,22.49201,11.82808,23.31428,19.67288
9.8,11.75931725,0.21534202,0,13.5202,21.19025,22.68597,24.12156,22.996,12.77442,24.33186,19.78651
11,14.21907972,0.241710431,0,14.05388,23.45211,22.4569,26.12694,20.95267,13.40291,24.11887,18.99897
12.2,16.70022873,0.268078842,0,15.08219,24.08673,22.86648,25.91005,20.92227,14.02441,26.23731,18.0032
13.4,19.13481471,0.294447252,0,15.81136,25.01556,22.20564,26.61267,22.76427,14.70681,25.40912,19.28344
14.6,21.45616324,0.320815663,0,16.3635,24.92,25.02068,28.16764,24.78105,15.31171,26.60668,20.14683
15.8,23.60070109,0.347184073,0,16.83914,23.4343,26.26255,29.09464,28.79178,15.94407,27.89416,18.65713
17,25.50969721,0.373552484,0,17.42538,24.19693,24.5046,26.44846,33.95818,16.59205,26.95471,19.76479
18.2,27.13087119,0.399920895,0,17.89467,24.09524,25.91792,24.86719,27.98695,17.16364,27.41882,18.94413
19.4,28.419825,0.426289305,0,18.21929,25.02011,25.31421,25.88878,29.7421,17.76609,26.13066,18.7308
20.6,29.34125891,0.452657716,0,18.67097,24.25209,26.82497,28.20158,28.43222,18.00326,26.33906,18.81485
21.8,29.86993823,0.479026127,0,18.71311,24.20391,27.84419,29.17958,25.11949,17.98832,25.68615,19.75497
23,29.99138435,0.505394537,0,18.68309,23.55189,26.3864,29.05267,23.73136,17.55476,24.21154,18.17153
24.2,29.70227133,0.531762948,1,18.13594,23.44202,25.06269,28.95204,24.01373,16.7335,24.45283,17.98299
25.4,29.01051689,0.558131359,1,17.20501,23.03148,23.45889,26.61229,23.2422,15.83296,23.64385,16.97504
26.6,27.93506567,0.584499769,1,16.68317,23.07362,23.06801,25.27095,22.92335,15.59432,23.44171,16.67338
27.8,26.50537034,0.61086818,1,16.61352,22.75668,22.67499,26.02798,23.1938,15.73216,23.79472,17.17735
29,24.76058503,0.637236591,1,16.80288,23.74563,23.97816,26.02541,24.97899,15.70964,28.33851,17.45416
30.2,22.748493,0.663605001,1,16.86811,23.79759,25.83008,26.46382,25.21888,15.62485,28.01515,17.29107
31.4,20.52419812,0.689973412,1,16.77122,23.81732,26.56875,29.39685,27.31745,15.568,28.30393,17.88458
32.6,18.14861566,0.716341822,1,16.65388,24.69232,26.0858,28.0949,23.75329,15.30988,27.4032,17.51375
33.8,15.68680414,0.742710233,1,16.37011,23.03065,24.53214,28.59522,22.45197,14.96807,29.22118,16.96723
35,13.20618357,0.769078644,1,16.07054,24.88882,25.49992,28.99007,25.15582,14.69409,27.93663,17.81037
36.2,10.77468907,0.795447054,1,15.23341,23.58608,23.90386,28.4736,24.3097,14.21042,29.10648,17.79466
37.4,8.458910367,0.821815465,1,14.54492,24.02336,21.91389,28.49658,25.29159,13.62865,27.2278,19.12912
38.6,6.322268174,0.848183876,1,13.63391,22.82541,21.44055,26.18893,23.41577,12.93093,25.20008,18.43897
39.8,4.423277299,0.874552286,1,12.85657,22.01143,21.58909,27.35566,21.17492,11.91057,23.15083,15.65623
41,2.813944152,0.900920697,1,11.84435,21.49087,21.02742,24.25102,19.91289,10.76753,22.32299,15.43555
42.2,1.538342478,0.927289108,1,10.61445,20.02867,18.24511,24.14258,20.19507,9.801167,23.63748,14.96649
43.4,0.631406338,0.953657518,1,9.765374,17.75032,19.84307,25.79233,19.73909,9.485987,20.62087,18.51622
44.8,0.071807875,0.984420664,1,10.05484,16.74026,18.37079,23.2435,20.67029,9.193255,18.96902,15.84196
46,0.034452685,1.010789075,1,9.880442,14.34505,18.25906,23.81867,21.8856,8.936241,17.69683,15.37104
47.4,0.508324651,1.04155222,1,9.765079,13.74735,16.9951,22.89069,23.91258,8.883578,18.27227,14.89718
48.8,1.521939904,1.072315366,1,9.641904,13.52502,17.23733,21.2958,18.97461,8.753863,17.68117,13.8473
50,2.79224549,1.098683777,1,9.685942,14.33589,18.79641,21.36848,19.05699,8.88519,20.13087,13.43732
51.2,4.396876795,1.125052187,1,11.17348,16.06301,19.68937,23.33358,19.83435,10.70012,19.83973,15.00378
52.4,6.291888842,1.151420598,1,12.80365,17.54936,21.24226,25.03083,20.72771,12.3402,21.52059,17.06118
53.6,8.425384184,1.177789009,1,14.04678,18.75633,24.21569,25.83785,21.43771,13.60353,25.43787,17.77316
54.8,10.73893419,1.204157419,1,14.89257,18.94796,25.27778,26.08924,21.91639,14.30552,26.48712,17.95783
56,13.1691792,1.23052583,1,15.49328,21.44071,25.0837,27.44591,23.49064,14.95061,27.70692,19.11193
57.2,15.64956369,1.256894241,1,16.10371,22.28337,24.05852,27.18706,23.76081,15.61004,27.50977,20.65513
58.4,18.11215901,1.283262651,1,16.56479,23.82671,25.94306,26.07015,22.05711,16.16822,26.76095,21.97212
59.6,20.48952368,1.309631062,1,17.19271,22.23415,25.37957,26.74957,25.11499,16.73837,29.6668,23.23907
60.8,22.71655038,1.335999473,1,17.63642,21.89534,26.76257,26.95246,26.54315,17.28103,31.53395,21.94096
62,24.73224902,1.362367883,1,18.15341,21.84822,25.03312,28.29972,24.78799,17.78834,30.23128,21.03681
63.2,26.48141696,1.388736294,1,18.52787,23.2577,26.74564,27.68579,24.28388,17.97795,29.49923,20.91095
64.4,27.91615092,1.415104705,1,18.80324,23.8386,27.72793,28.53786,32.34727,18.14605,28.3423,21.67283
65.6,28.99715877,1.441473115,1,18.96251,24.58746,27.53293,28.64313,28.30787,18.60394,29.27533,20.9238
66.8,29.69483566,1.467841526,1,18.93773,23.74063,28.31063,27.80207,28.3689,18.48855,29.09065,20.32673
68,29.99007479,1.494209936,1,18.80574,23.17236,27.40761,29.72195,28.83653,18.12937,27.86828,19.52063
69.2,29.87479062,1.520578347,2,18.48499,22.64461,27.44684,27.79385,22.77721,17.38709,26.28907,18.41766
70.4,29.35214038,1.546946758,2,17.60029,21.66133,26.3092,26.1229,22.45174,16.23246,25.41396,18.21849
71.6,28.43643753,1.573315168,2,16.75222,21.46218,24.95732,25.05346,23.20283,15.76516,24.86435,17.25878
72.8,27.15275983,1.599683579,2,16.54246,20.49815,24.94219,24.78424,21.9723,15.69146,24.69826,17.07476
74,25.53626252,1.62605199,2,16.64514,22.64516,26.1502,25.01783,22.26598,15.72468,25.99515,18.18896
75.2,23.63121553,1.6524204,2,16.8634,22.03417,27.79446,26.47275,22.02374,15.79456,25.93505,18.3934
76.4,21.48979114,1.678788811,2,17.02,22.10131,28.11204,25.98349,22.24226,15.76865,29.28159,19.20644
77.6,19.17063512,1.705157222,2,17.02898,21.63616,29.65576,25.85925,22.9398,15.8211,29.03151,18.31659
78.8,16.73726066,1.731525632,2,16.84564,22.29584,28.12291,25.76346,20.5699,15.63954,28.39774,18.74047
80,14.256309,1.757894043,2,16.80062,21.77355,29.78079,25.30044,21.36428,15.37129,30.07764,19.51809
81.2,11.79572431,1.784262454,2,16.48263,22.09549,26.35285,24.24653,22.62574,15.15277,30.02307,19.70328
82.4,9.422893,1.810630864,2,16.13506,21.92773,24.57532,23.45197,24.26681,14.66619,29.14056,19.80009
83.6,7.202798244,1.836999275,2,15.54285,22.05312,24.77583,23.3881,25.41764,14.07764,28.21884,19.65909
84.8,5.196240309,1.863367686,2,14.81727,21.70212,23.87743,26.86824,22.92606,12.93347,26.78331,17.67995
86,3.458171473,1.889736096,2,13.73723,21.44697,22.16615,25.71215,20.94671,11.86275,25.3597,20.27211
87.2,2.036191082,1.916104507,2,12.6434,19.90633,21.77675,23.49998,20.17818,10.48048,22.68353,18.74654
88.4,0.969241975,1.942472917,2,11.51289,19.22686,19.42526,23.0402,19.1088,10.00917,25.41001,16.20571
89.8,0.211591058,1.973236063,2,10.85716,16.90107,18.5591,23.70256,19.32878,9.748202,24.88583,14.78368
91.2,0.004735287,2.003999209,2,10.38043,17.01788,19.77747,22.23382,20.00745,9.511847,21.28533,15.10176
92.4,0.272222801,2.03036762,2,10.22232,16.83184,18.98584,23.11798,20.2653,9.302812,21.53261,15.43689
93.8,1.092936197,2.061130765,2,9.999958,16.54872,18.58529,20.84503,20.58552,9.190661,21.81786,16.64739
95.2,2.431618988,2.091893911,2,9.929819,16.41872,18.11824,19.98564,25.45311,9.076611,21.52773,17.26203
96.4,3.954014675,2.118262322,2,10.94987,17.95464,20.18248,23.21528,22.3319,10.56992,23.33426,17.89453
97.6,5.778919475,2.144630732,2,12.68783,19.64035,21.88927,25.03391,21.61454,12.3686,25.31686,20.0361
98.8,7.856355925,2.170999143,2,14.44534,20.5107,22.97658,25.34097,26.35286,13.83865,26.59888,21.35194
100,10.12943064,2.197367554,2,15.6023,21.98376,24.39062,23.631,23.58694,14.70724,26.42252,21.29421
101.2,12.53589243,2.223735964,2,16.20781,21.99563,24.9716,26.49936,25.24721,15.35513,26.78807,22.56589
102.4,15.00983711,2.250104375,2,16.68355,23.60682,25.32606,25.71868,22.22702,15.81044,28.23161,20.89047
103.6,17.48351238,2.276472786,2,17.24189,23.23865,28.13085,27.23345,26.35982,16.23683,29.11808,20.20198
104.8,19.88917334,2.302841196,2,17.47577,24.05001,26.78112,28.24681,24.77676,16.8455,29.24364,21.09132
106,22.16093773,2.329209607,2,18.069,22.48506,26.07684,27.36153,23.34211,17.24773,28.83116,19.96294
107.2,24.23659025,2.355578018,2,18.4089,21.67706,26.36486,27.41215,23.44177,17.70528,29.95594,24.46058
108.4,26.05928636,2.381946428,2,18.68066,22.78673,25.8039,28.27834,24.98526,18.12165,30.19683,22.49827
109.6,27.57910909,2.408314839,2,18.98161,23.83644,26.1357,26.90528,23.84072,18.43676,29.722,20.91347
110.8,28.75443606,2.434683249,2,20.21281,23.66862,29.22553,26.24597,24.95728,18.41577,28.56006,20.65934
112,29.55307936,2.46105166,2,20.90806,24.12495,28.32661,27.73524,23.56803,18.63383,28.80557,18.95501
113.2,29.95316708,2.487420071,2,20.95548,23.36709,27.30625,26.64741,22.52282,18.42544,28.20452,18.13594
114.4,29.94374227,2.513788481,3,20.42023,24.14666,27.44547,25.08593,21.58319,17.81288,27.55079,17.59357
115.6,29.52506305,2.540156892,3,19.73752,22.67795,24.86775,24.64541,25.16822,16.7123,25.81904,17.63052
116.8,28.70859551,2.566525303,3,18.89444,21.56234,23.66211,23.21632,34.69842,16.03714,24.94571,16.74621
118,27.51669971,2.592893713,3,18.65185,21.89724,23.79745,23.16932,23.65417,15.93894,24.53502,17.38406
119.2,25.98201731,2.619262124,3,18.68945,22.14355,24.47463,23.42295,23.65259,16.08539,25.08747,17.12953
120.4,24.14657764,2.645630535,3,18.72674,20.85722,24.2294,24.37317,23.25816,16.36338,25.31655,17.36791
121.6,22.06064669,2.671998945,3,18.8039,20.87628,25.05333,25.43493,23.35589,16.32109,26.5718,19.10344
122.8,19.78135046,2.698367356,3,18.78956,21.96978,26.68398,26.38797,23.45239,16.35376,26.281,19.96335
124,17.37111054,2.724735767,3,19.0777,21.34743,26.32982,25.91911,25.76831,16.259,26.58061,22.03454
125.2,14.89593459,2.751104177,3,19.01463,20.94722,26.09179,25.05436,28.18726,16.03346,26.63459,21.78364
126.4,12.4236086,2.777472588,3,18.11787,20.80221,25.49353,25.82451,28.11293,15.81326,27.64994,22.48908
127.6,10.02184054,2.803840998,3,17.86334,19.81282,25.98342,24.28317,26.9595,15.42172,29.13157,21.47067
128.8,7.756406057,2.830209409,3,17.26597,20.2151,24.34562,26.41412,28.07975,14.98278,28.41906,20.75333
130,5.6893471,2.85657782,3,16.23441,19.86258,25.445,26.52092,26.34985,13.97704,26.47948,19.37837
131.2,3.877272853,2.88294623,3,15.25304,19.98871,27.75275,24.80819,24.73318,12.78428,24.62652,15.57143
132.4,2.369809397,2.909314641,3,13.95907,20.1744,27.22108,22.49749,22.39564,11.30796,24.12779,16.77983
133.6,1.208240639,2.935683052,3,12.53729,19.15026,21.85988,22.16471,20.67132,10.50334,21.97677,15.94576
134.8,0.424377698,2.962051462,3,11.85101,17.32085,19.22548,20.0643,23.04744,10.13929,22.14451,17.05888
136,0.03968771,2.988419873,3,11.49311,16.47064,16.83185,20.90844,22.34001,9.788509,20.87198,16.33486
137.2,0.064705926,3.014788284,3,11.28076,15.90251,16.78506,20.92764,22.03415,9.570177,20.03424,15.55796
138.4,0.498747189,3.041156694,3,11.17404,15.47892,16.5165,20.42688,22.52897,9.478517,20.81589,14.7539
139.6,1.329924698,3.067525105,3,10.87857,15.31274,16.58607,19.76971,21.42621,9.25966,20.09267,13.31889
141,2.770622223,3.098288251,3,10.71853,15.38686,17.23178,19.87549,23.36349,9.12311,19.74699,13.39286
142.2,4.370541777,3.124656661,3,12.10661,18.15974,19.50978,22.36488,22.70794,10.99794,21.70516,14.25231
143.4,6.261563291,3.151025072,3,14.14468,20.02868,21.3479,23.58406,23.17784,13.02593,24.55469,15.80969
144.6,8.391898607,3.177393483,3,15.71729,20.51806,24.6667,24.86173,24.58312,14.42748,25.20907,17.51882
145.8,10.70320564,3.203761893,3,16.58824,20.69722,25.7161,25.6037,23.85934,15.27394,26.64708,18.95071
147,13.13218614,3.230130304,3,17.28942,20.55128,25.26617,25.87362,24.42132,15.92041,25.96043,19.13578
148.2,15.61231923,3.256498715,3,17.81064,21.488,26.53312,26.49915,22.89081,16.44301,26.42931,19.6379
149.4,18.07568314,3.282867125,3,18.13372,21.57543,27.04738,25.68967,22.57356,16.9145,26.59448,21.84599
150.6,20.45481534,3.309235536,3,18.5026,22.42391,26.77595,26.4561,23.23118,17.04992,26.7696,21.28965
151.8,22.68456011,3.335603946,3,19.13398,21.95611,26.35638,27.44487,24.42351,17.57087,26.93632,20.54323
153,24.7038529,3.361972357,3,19.47955,22.29607,25.87869,27.50286,25.31418,17.91791,26.72601,21.428
154.2,26.45739268,3.388340768,3,20.1293,23.82904,26.0464,26.8374,25.39402,18.3369,27.7851,22.22243
155.4,27.89715639,3.414709178,3,21.31611,24.55729,25.78706,26.73173,25.85653,18.55959,27.94208,21.19526
156.6,28.9837142,3.441077589,3,21.62612,24.57816,26.38367,28.76514,26.37452,18.58835,26.37043,18.85494
157.8,29.68730925,3.467446,3,21.83378,25.7767,27.77777,27.90235,25.118,18.53739,27.484,19.53115
159,29.98867264,3.49381441,3,21.6342,24.35346,26.58566,26.84563,25.12962,18.43014,27.50209,19.3099
160.2,29.87955115,3.520182821,4,21.40955,23.42235,26.44049,26.41206,27.54654,17.65002,27.68565,18.59727
161.4,29.36293321,3.546551232,4,20.55147,23.37243,25.17972,25.03244,27.02143,16.41849,25.60624,18.52006
162.6,28.45296708,3.572919642,4,19.64174,20.31172,24.25621,23.47984,29.89957,15.91581,24.73948,18.7502
163.8,27.17457343,3.599288053,4,19.38138,20.94017,24.08783,23.08094,25.53972,15.84876,25.0586,17.82523
165,25.56276276,3.625656464,4,19.85034,21.1446,23.28593,24.28231,26.5299,16.15894,25.73807,18.97205
166.2,23.66167667,3.652024874,4,20.06031,21.58761,25.15797,24.31055,25.12164,16.31821,25.60487,18.5142
167.4,21.52337896,3.678393285,4,20.3629,22.69281,26.51895,25.92638,22.95287,16.34208,26.1569,18.57215
168.6,19.20642977,3.704761695,4,22.19756,22.84474,27.61193,26.13079,22.65145,16.44523,25.74414,18.43161
169.8,16.77428187,3.731130106,4,24.60095,22.24086,26.42294,24.5894,26.24137,16.42173,27.28164,20.46322
171,14.29354287,3.757498517,4,22.75437,21.9062,25.77476,24.9338,23.565,16.31842,27.36385,20.16985
172.2,11.83215116,3.783866927,4,21.64824,22.33145,25.35934,27.30613,23.29742,16.08123,26.35084,22.18254
173.4,9.457515228,3.810235338,4,20.22916,23.36609,24.0004,24.66665,24.98392,15.65205,25.67204,24.26194
174.6,7.234667672,3.836603749,4,19.06788,21.33422,28.29559,25.07817,24.68522,14.94168,25.87394,22.50462
175.8,5.22448415,3.862972159,4,17.49728,20.52951,28.60199,24.75923,23.59383,13.96507,25.78013,20.60957
177,3.482016233,3.88934057,4,16.20977,20.45249,29.13353,24.93289,21.65764,12.4926,24.21061,17.43812
178.2,2.05498374,3.915708981,4,14.27129,19.01468,25.46623,24.04419,21.99551,11.07212,23.37461,17.13476
179.4,0.982467867,3.942077391,4,13.20194,18.64748,24.74737,23.67985,19.51031,10.43441,22.59025,16.50189
180.6,0.293840901,3.968445802,4,12.78778,18.88844,23.13201,22.36933,19.02008,10.10409,21.44172,16.8888
181.8,0.007961813,3.994814213,4,12.42137,17.61545,22.09895,20.93331,18.55626,9.83792,20.43233,16.44277
183,0.132659786,4.021182623,4,11.92481,17.67244,21.66233,21.52791,18.532,9.624756,20.6813,15.81778
184.2,0.664519798,4.047551034,4,11.58576,16.47704,20.98285,21.21503,18.08293,9.505462,19.3814,16.97609
185.4,1.588976151,4.073919445,4,11.67422,16.21931,20.91141,21.87083,17.52198,9.370048,19.80796,16.90201
186.6,2.880711367,4.100287855,4,11.6009,15.88512,20.58822,22.91807,17.43877,9.283433,19.65255,17.67497
187.8,4.504349546,4.126656266,4,12.2723,17.39441,21.98489,24.09854,17.87233,11.0622,21.25605,17.64545
189,6.415425181,4.153024676,4,14.05904,18.93664,23.81294,26.26628,20.39588,13.25767,22.2883,21.71251
190.2,8.561600904,4.179393087,4,15.24419,20.51668,25.00976,27.07272,24.21254,14.77566,25.00463,20.82402
191.4,10.88410082,4.205761498,4,17.24369,22.06612,26.0904,27.81719,23.75295,15.71439,26.61326,20.2228
192.6,13.31932014,4.232129908,4,18.27934,22.8828,24.88028,28.32275,25.73952,16.22379,26.14789,20.53358
193.8,15.80056714,4.258498319,4,18.97251,23.7138,28.1799,27.6826,24.7785,16.52439,24.95429,22.29364
195,18.25988954,4.28486673,4,18.88075,23.94778,30.61241,27.50442,22.34112,16.79991,25.48623,24.63183
196.2,20.62993549,4.31123514,4,19.50827,22.95578,29.56464,27.91668,23.67737,17.20394,25.12827,25.68046
197.4,22.84579811,4.337603551,4,20.00925,22.77565,27.81961,28.0499,25.97663,17.48016,27.02927,21.07609
198.6,24.84679303,4.363971962,4,20.20734,22.35024,26.31164,27.02403,27.0305,17.95034,27.70916,24.76257
199.8,26.57812033,4.390340372,4,22.63886,24.1772,28.05953,26.72707,26.29861,18.26851,26.93991,22.89672
201,27.99236528,4.416708783,4,24.54639,23.34341,28.27319,28.36577,25.90217,18.42871,26.70568,21.69902
202.2,29.0507969,4.443077194,4,24.45261,23.06576,29.45955,30.94978,26.75964,18.46255,26.02769,18.76585
203.4,29.72442861,4.469445604,4,24.57987,23.59342,29.98854,28.25217,30.75326,18.64188,26.26447,19.82241
204.6,29.9948121,4.495814015,4,25.03225,23.38927,27.49868,26.08287,28.10348,18.21822,27.036,19.45743
205.8,29.85454257,4.522182425,5,23.20013,23.42229,24.82517,24.7485,28.40184,17.54669,25.15411,20.16161
207,29.30746148,4.548550836,5,21.72114,22.47041,24.47041,23.95517,27.10861,16.19688,23.7619,18.42121
208.2,28.36855138,4.574919247,5,22.55051,21.71114,23.40959,22.30245,26.15618,15.71993,24.26637,17.85689
209.4,27.06352558,4.601287657,5,23.70755,20.88196,23.28464,22.21749,26.60213,15.82037,24.52416,18.38914
210.6,25.42812397,4.627656068,5,24.5404,21.80555,22.96806,23.11202,25.27267,15.98544,24.74986,20.46758
211.8,23.5071342,4.654024479,5,23.94322,22.2764,23.7888,23.23532,23.49245,16.22535,24.58217,22.05731
213,21.35316516,4.680392889,5,22.84991,21.74745,28.04651,25.47584,23.28925,16.38125,24.53983,20.77361
214.2,19.02520617,4.7067613,5,25.4768,22.38716,26.84806,24.74892,23.28542,16.54515,25.42037,21.39489
215.4,16.58701152,4.733129711,5,28.69411,22.59187,30.41842,23.9614,23.41198,16.59139,25.22335,23.61916
216.6,14.10535443,4.759498121,5,28.53048,22.13649,27.61053,24.11674,24.45062,16.38126,24.99051,23.18475
217.8,11.64819841,4.785866532,5,23.20382,21.89143,27.57225,27.09804,26.22143,16.22198,25.1519,22.21262
219,9.28283597,4.812234943,5,23.98425,21.4205,24.34255,24.57571,28.24468,15.8972,26.25456,20.22352
220.2,7.074045729,4.838603353,5,22.73088,22.43182,27.21105,24.83197,25.587,15.24276,24.99151,26.38549
221.4,5.082318369,4.864971764,5,19.24307,20.48765,27.65695,24.55871,21.64115,14.06321,24.90234,24.56571
222.6,3.362200014,4.891340174,5,17.72976,20.6976,23.63331,25.67017,22.43389,12.58681,22.04432,25.04867
223.8,1.960798411,4.917708585,5,16.2546,19.74632,21.25526,23.01414,19.17462,11.23664,22.0923,23.67062
225,0.91649282,4.944076996,5,14.45806,18.16132,19.70358,25.47115,20.22349,10.65091,20.62011,23.6606
226.2,0.25788295,4.970445406,5,13.80062,19.11762,19.38719,23.81959,19.47352,10.3061,20.07565,16.87612
227.4,0.003005716,4.996813817,5,13.4579,18.81738,19.09702,22.18718,19.72957,10.07817,19.52341,16.1479
228.6,0.158841271,5.023182228,5,12.95434,18.378,20.69323,21.8682,20.17772,9.991756,17.87489,16.89266
229.8,0.721121851,5.049550638,5,12.68121,16.68458,19.22863,19.56577,20.18479,9.824251,17.06945,17.04966
231,1.674448648,5.075919049,5,12.4948,18.21271,18.26292,20.1432,19.7602,9.660185,17.46905,16.02913
232.2,2.992713529,5.10228746,5,12.3832,18.22001,17.87585,21.79199,18.9272,9.579854,17.20473,15.92561
233.4,4.639814045,5.12865587,5,13.61352,19.40005,20.03259,24.53914,19.04706,11.45338,18.6473,18.32911
234.6,6.57064214,5.155024281,5,15.74229,21.04666,21.80008,25.83922,18.91983,13.64212,21.437,20.21827
235.8,8.732319498,5.181392692,5,17.17758,22.13606,22.60671,25.59404,20.58889,15.11556,24.8273,23.75162
237,11.06564569,5.207761102,5,18.99419,23.78381,24.2038,26.14498,21.62339,15.91613,26.67697,21.84259
238.2,13.50671944,5.234129513,5,20.75667,24.27619,25.61274,26.18491,19.86822,16.42489,26.31942,21.40107
239.4,15.98868869,5.260497923,5,21.46411,25.15405,26.90483,26.19446,23.5897,16.74216,27.09641,20.93733
240.6,18.44358137,5.286866334,5,21.77028,24.36997,30.84327,25.19005,24.96897,16.95055,26.45046,22.0985
241.8,20.80416696,5.313234745,5,21.9149,24.0596,30.14143,25.12171,23.72925,17.41229,27.36547,20.85341
243,23.00579765,5.339603155,5,22.25587,22.84093,29.8074,27.01426,24.42798,17.82894,26.54813,20.28629
244.2,24.98817885,5.365971566,5,22.00528,22.63422,27.50166,28.35141,23.78299,18.29057,26.85002,20.31423
245.4,26.69702038,5.392339977,5,25.5479,23.75114,25.89968,29.44063,24.15332,18.53934,25.76275,19.46363
246.6,28.08552334,5.418708387,5,25.17391,23.73164,26.24536,29.90694,26.64329,18.86894,23.68432,19.19946
247.8,29.11566169,5.445076798,5,25.86906,24.3206,28.98821,28.6059,24.02077,18.86598,23.63747,18.66247
249,29.75922373,5.471445209,5,25.58388,24.90241,30.91714,26.13584,23.17722,18.90105,23.34541,19.73778
250.2,29.99858464,5.497813619,5,25.56678,22.82029,28.625,25.92684,23.5084,18.64469,23.5843,20.27201
251.4,29.82718921,5.52418203,6,24.52479,22.59351,25.66412,26.52713,23.83683,17.81783,23.89006,18.60417
252.6,29.24973133,5.550550441,6,23.62935,21.39199,23.27405,25.12495,23.1507,16.51562,23.59714,17.74887
253.8,28.28202546,5.576918851,6,22.29726,20.56126,22.50082,23.79149,22.04213,16.06356,23.41613,17.92848
255,26.95057352,5.603287262,6,23.21492,20.10883,22.97127,23.77483,23.52585,16.25619,24.24439,17.83089
256.2,25.2918391,5.629655673,6,26.10055,21.62109,22.09404,24.51746,22.87212,16.36195,22.68036,19.09766
257.4,23.35124888,5.656024083,6,26.5288,23.489,22.62507,24.96391,23.15232,16.50537,23.97147,20.28007
258.6,21.18194851,5.682392494,6,24.9899,23.7758,23.77453,25.27565,23.42798,16.81385,25.04526,19.76682
259.8,18.84334719,5.708760904,6,23.41226,23.2752,25.90666,26.17833,24.47092,16.85085,25.2314,21.68101
261,16.39949067,5.735129315,6,24.57029,22.70404,25.06322,25.94582,23.66301,16.85767,23.98356,21.75615
262.2,13.91730721,5.761497726,6,25.98312,23.47075,25.90288,25.52007,25.18367,16.6538,24.91087,22.60277
263.4,11.46477474,5.787866136,6,24.61058,22.89029,25.20459,26.47913,26.3092,16.46621,24.56575,24.70674
264.6,9.109059162,5.814234547,6,22.06445,23.37512,24.28085,26.34541,29.67234,16.10059,24.4643,22.83005
265.8,6.914674891,5.840602958,6,21.28344,23.11254,25.58279,25.18902,26.13201,15.4257,24.74394,22.14545
267,4.941718086,5.866971368,6,19.56644,21.64521,23.45158,25.94004,24.19791,14.1623,22.91578,20.65102
268.2,3.244220812,5.893339779,6,18.08692,21.33065,21.27445,23.64767,21.48254,12.61484,21.70252,18.88744
269.4,1.868671309,5.91970819,6,16.8134,19.93564,20.13246,23.10677,18.76028,11.26545,19.27476,16.8555
270.6,0.852740842,5.9460766,6,15.42659,18.66472,17.33194,20.76055,18.49619,10.6542,20.0608,16.96264
271.8,0.22425203,5.972445011,6,14.80067,18.84592,17.77574,20.85545,18.62114,10.27371,19.3516,17.01384
273,0.000416881,5.998813422,6,14.57147,19.01016,19.48121,20.88682,18.43937,10.1259,18.95912,16.71285
274.2,0.18736542,6.025181832,6,13.38508,18.76555,19.0579,20.16483,18.32201,9.968191,17.52066,17.29033
275.4,0.779977812,6.051550243,6,13.34131,17.43766,19.52904,19.49036,18.16513,9.836933,17.18238,15.6766
276.6,1.762024572,6.077918653,6,13.28287,17.79002,21.01321,19.39315,17.93561,9.760656,17.06351,16.48537
277.8,3.106611032,6.104287064,6,14.18628,17.16483,21.80468,19.75005,17.98294,9.661713,16.97609,15.16554
279,4.776913891,6.130655475,6,12.96197,18.65126,24.43099,22.03536,18.52178,11.59837,18.63192,17.41513
280.2,6.727189665,6.157023885,6,15.11903,20.72927,26.53777,24.23195,20.31212,13.92705,22.57403,20.4847
281.4,8.904027439,6.183392296,6,16.71628,22.21375,23.75903,27.49892,23.81322,15.28144,24.26619,22.18089
282.6,11.24781159,6.209760707,6,17.4502,23.7959,25.23818,28.81135,23.74031,16.18597,25.54904,24.22828
283.8,13.69435445,6.236129117,6,19.59147,24.48004,29.05,28.65124,25.03848,16.68772,26.39896,20.69318
285,16.17665417,6.262497528,6,23.14077,24.81481,28.27345,27.9423,25.01226,17.06049,25.88754,21.58733
286.2,18.62672963,6.288865939,6,22.21864,23.585,29.26474,27.51573,25.09513,17.28979,26.21913,21.63636
287.4,20.97748225,6.315234349,6,26.44977,23.63845,29.38349,26.90128,25.61862,17.57029,26.71762,25.37746
288.6,23.16453349,6.34160276,6,26.36099,23.93218,29.81026,28.1873,21.85902,17.78036,26.95969,25.89266
289.8,25.12798805,6.367971171,6,25.87628,23.51955,29.87557,27.14953,24.20158,18.05324,26.1895,23.64341
291,26.81407408,6.394339581,6,25.25122,24.34551,25.70645,28.39896,24.69485,18.30846,26.01467,22.32062
