시간(초),strain(%),Cycle,카운터(회),저항01(Ω),저항02(Ω),저항03(Ω),저항04(Ω),저항05(Ω),저항06(Ω),저항07(Ω),저항08(Ω)
5170.4,26.39432936,113.612692,114,56.58565,47.62779,62.38305,58.67862,53.57731,59.84047,75.77331,62.17588
5171.6,24.62942538,113.6390604,114,71.38197,57.75514,76.57535,76.86634,65.05725,82.95645,89.75297,79.50109
5172.8,22.60080669,113.6654288,114,99.87794,73.43515,103.1238,96.53885,81.03493,112.1369,113.0489,106.8318
5174,20.36402972,113.6917972,114,128.7555,94.23071,129.458,123.0384,106.0761,153.1,146.7859,141.7771
5175.2,17.9803516,113.7181656,114,165.7162,114.9867,169.1663,150.3892,125.3323,189.716,171.9154,170.933
5176.4,15.51505256,113.744534,114,200.0442,136.1878,193.4864,176.5346,148.3699,225.2363,191.2428,199.8714
5177.6,13.03564811,113.7709025,114,234.625,151.1715,218.7392,200.866,155.3029,243.9209,213.4928,204.2413
5178.8,10.61004007,113.7972709,114,240.8853,152.3316,225.902,202.2781,147.4668,226.7685,198.7909,184.3318
5180,8.304656975,113.8236393,114,218.9687,137.2365,196.1281,176.8384,121.9772,183.2984,160.7295,139.7258
5181.2,6.182634818,113.8500077,114,170.3165,111.6718,159.4772,140.7471,91.26224,117.2468,108.5106,86.88405
5182.4,4.302088026,113.8763761,114,113.6798,79.06856,113.3376,100.3234,55.26064,64.43174,68.23837,47.94619
5183.6,2.714517892,113.9027445,114,66.14893,50.17494,73.42304,62.06824,39.22825,36.93791,50.64568,43.21389
5184.8,1.463402152,113.9291129,114,45.34416,34.89825,53.723,46.61559,35.99055,30.74536,44.59289,33.44494
5186,0.583004288,113.9554813,114,39.24488,30.92353,46.26637,40.9756,34.18205,27.81131,40.18884,30.28799
5187.2,0.097435176,113.9818497,114,35.98571,28.43112,41.5613,38.59234,33.045,26.29503,40.04443,30.28285
5188.4,0.019992777,114.0082182,114,34.39182,28.20987,39.82094,37.32269,32.36594,25.14452,38.71044,28.48158
5189.6,0.352797954,114.0345866,114,33.29953,27.33636,38.52488,36.1061,31.69918,24.36017,35.60258,27.32375
5190.8,1.086736392,114.060955,114,31.10313,26.59388,36.27079,35.03476,30.65018,23.8113,36.07922,27.525
5192,2.201708202,114.0873234,114,30.82197,25.99968,35.51572,33.78995,29.92094,23.60191,39.66088,25.24155
5193.2,3.667178387,114.1136918,114,31.24648,25.41837,36.01,34.3884,29.1715,23.62415,32.18262,25.06441
5194.4,5.443013083,114.1400602,114,32.36025,26.40713,39.5466,40.4388,30.77723,24.72799,38.10234,25.73639
5195.6,7.480578675,114.1664286,114,54.56812,48.56939,79.47332,77.99928,43.80543,60.57165,60.35022,56.89591
5196.8,9.724073699,114.192797,114,105.8007,83.76076,131.8811,127.2514,85.49929,132.2458,118.5007,123.0987
5198,12.11205704,114.2191654,114,162.1387,115.9045,176.6616,160.8778,122.0678,183.1887,158.6338,163.9747
5199.2,14.57913056,114.2455339,114,192.3754,131.9628,192.2229,179.9895,141.0603,210.9982,180.1059,176.4534
5200.4,17.05773016,114.2719023,114,196.8454,134.4455,197.3461,179.2424,138.7444,205.7646,181.0357,178.0079
5201.6,19.47997606,114.2982707,114,185.6459,128.3412,190.4697,167.6753,126.3992,191.344,171.7049,169.3048
5202.8,21.77953182,114.3246391,114,167.2764,117.2168,170.0682,148.9983,114.5584,164.6864,152.5311,154.6872
5204,23.893421,114.3510075,114,147.4644,104.4529,141.6809,129.8527,99.15377,135.3876,129.4299,123.4104
5205.2,25.76375193,114.3773759,114,125.1257,89.93001,119.2478,113.3915,86.90878,113.9186,104.8795,102.5452
5206.4,27.33930309,114.4037443,114,106.4961,78.93183,110.9657,98.70724,75.5384,94.95673,90.91865,83.07558
5207.6,28.57692589,114.4301127,114,95.73327,67.58862,91.86951,80.62142,65.03869,77.89021,85.03727,71.91999
5208.8,29.44272638,114.4564811,114,83.01901,58.59707,82.61051,68.74388,58.26531,65.84233,69.42721,62.39707
5210,29.91299345,114.4828495,114,68.69506,52.3959,72.6407,62.58984,54.46082,58.53106,64.84185,57.71538
5211.2,29.97484821,114.509218,114,64.72728,49.23388,66.67836,57.67716,49.6486,54.62274,61.57065,54.91345
5212.4,29.62659667,114.5355864,115,60.70555,46.00322,59.94838,53.70757,48.09799,48.6186,55.42221,47.07887
5213.6,28.87777618,114.5619548,115,52.39479,40.87515,53.78841,47.79527,43.44735,43.16203,51.75912,42.49239
5214.8,27.74889419,114.5883232,115,52.17193,42.42438,55.7971,49.94518,46.87658,48.59496,56.81434,50.05696
5216,26.27086664,114.6146916,115,60.09302,48.26223,63.51051,58.76733,53.53518,61.96873,68.87156,65.66952
5217.2,24.4841713,114.64106,115,76.32718,59.30843,79.05066,78.95077,65.39125,86.80679,92.33302,88.08349
5218.4,22.43773922,114.6674284,115,104.422,75.41929,99.98613,98.75965,82.05293,116.9977,115.4551,116.0448
5219.6,20.18761468,114.6937968,115,130.2476,96.7596,134.1918,129.0157,108.1188,160.9506,151.2075,159.9232
5220.8,17.79542036,114.7201652,115,168.8853,117.3091,161.7782,154.6784,128.4755,196.9913,180.42,197.6069
5222,15.32666971,114.7465337,115,206.0574,139.5168,201.6124,184.6568,151.2286,235.2822,206.618,219.165
5223.2,12.84897277,114.7729021,115,244.672,153.2595,228.4114,203.4135,161.9737,257.5368,216.769,223.6223
5224.4,10.43018459,114.7992705,115,250.2406,155.6859,228.1856,199.7856,149.4887,229.5123,199.9001,196.4864
5225.6,8.136546933,114.8256389,115,212.7106,141.2989,198.0139,177.5318,125.7846,183.5467,159.0996,154.3363
5226.8,6.030874136,114.8520073,115,163.0425,110.8773,152.116,137.1018,88.98275,116.312,106.4483,93.16932
5228,4.170832874,114.8783757,115,106.7812,76.66176,111.3858,95.11683,56.20239,61.55944,64.7199,46.73281
5229.2,2.607362869,114.9047441,115,57.81646,47.76646,66.62294,57.70187,38.47362,36.44961,52.57422,36.042
5230.4,1.383281841,114.9311125,115,38.21667,33.3989,46.80757,43.19306,35.42054,30.77248,49.78775,30.76259
5231.6,0.532112892,114.9574809,115,33.20984,29.56684,40.92323,39.76103,33.33588,27.97069,47.35667,29.20159
5232.8,0.077166424,114.9838493,115,30.91476,27.64597,39.74727,37.40913,32.77843,26.3329,43.39307,30.26807
5234,0.030901755,115.0102178,115,29.58368,27.10755,36.8055,35.87043,32.80218,25.26434,39.09499,28.47927
5235.2,0.394585906,115.0365862,115,28.72721,26.56611,34.40267,35.08567,32.3456,24.43079,38.18376,26.99862
5236.4,1.158258898,115.0629546,115,28.08422,25.43502,33.42402,35.08025,31.61205,23.85166,36.30508,26.48981
5237.6,2.301006523,115.089323,115,27.57556,25.04533,33.38209,34.20256,30.68614,23.55037,34.48264,26.75501
5238.8,3.791533106,115.1156914,115,27.37552,24.87641,33.9471,34.36497,31.41002,23.71557,33.61364,26.55701
5240,5.589018578,115.1420598,115,27.72133,25.92572,40.79761,42.20369,32.16673,25.25101,34.90786,27.6154
5241.2,7.644236391,115.1684282,115,53.36265,50.66515,81.05717,79.9261,47.57152,63.52454,62.83772,63.21826
5242.4,9.900901649,115.1947966,115,110.8598,85.77085,137.1371,129.6725,90.60195,137.4274,125.6644,130.6472
5243.6,12.29721255,115.221165,115,166.0092,118.8403,177.6543,171.018,125.3044,188.458,166.829,169.2254
5244.8,14.76754291,115.2475335,115,190.8487,132.8936,194.8722,183.22,142.5883,214.9263,182.2943,188.549
5246,17.24423942,115.2739019,115,194.1631,135.5549,195.4044,181.6254,142.2348,212.961,185.3237,187.0967
5247.2,19.65947442,115.3002703,115,179.9529,129.2918,193.073,166.4534,127.6664,192.2572,172.61,169.7202
5248.4,21.94710347,115.3266387,115,163.1588,118.741,169.8066,152.7741,115.7233,165.3847,154.6916,149.82
5249.6,24.04447678,115.3530071,115,141.3844,104.1709,151.1881,131.2671,99.08081,135.7425,124.7541,131.2643
5251,26.17468366,115.3837702,115,123.4287,89.20334,123.4438,112.4085,84.29181,111.5252,102.373,103.1017
5252.2,27.67191616,115.4101387,115,98.06567,75.55233,102.7456,97.00102,73.73569,91.82828,93.993,84.51105
5253.4,28.82211126,115.4365071,115,97.773,66.21661,88.74411,79.89992,63.49485,75.20081,79.62581,70.07865
5254.6,29.5937693,115.4628755,115,84.50125,57.11571,81.02513,67.876,55.50749,63.81055,70.76311,59.78336
5255.8,29.96575742,115.4892439,115,67.71428,51.98151,72.14683,62.24777,53.87022,57.39843,65.86001,54.2868
5257,29.92788821,115.5156123,115,67.16408,49.0948,66.4151,57.05068,50.08471,53.33818,59.79522,50.37134
5258.2,29.48119877,115.5419807,116,60.88815,45.57165,60.37702,53.60363,45.42962,46.40789,61.38578,44.54768
5259.4,28.63792229,115.5683491,116,52.72324,40.68,61.85514,48.42712,46.66947,43.98064,55.87612,47.21844
5260.6,27.42115303,115.5947175,116,54.81387,43.32333,63.59367,51.51528,49.3816,51.60352,61.56254,53.82776
5261.8,25.86421385,115.6210859,116,65.56863,51.14845,71.66365,65.75107,57.36156,67.11572,76.8354,68.20171
5263,24.0097436,115.6474543,116,81.94654,63.02633,89.90093,84.98553,69.89091,93.22075,93.12048,90.51798
5264.2,21.90852946,115.6738228,116,107.7031,79.76406,113.5858,107.5243,88.18949,127.067,118.8058,118.4403
5265.4,19.61811597,115.7001912,116,141.5968,103.5692,145.5791,138.4027,114.5083,170.4727,154.3887,162.6017
5266.6,17.20122919,115.7265596,116,177.7856,122.6151,176.0701,166.7228,136.7449,212.9597,182.9488,193.7642
5267.8,14.7240588,115.752928,116,215.4495,146.3286,209.7105,190.167,159.9876,242.8788,203.7009,217.9659
5269,12.25444542,115.7792964,116,254.9007,157.0463,229.5918,212.4336,165.2608,256.8786,215.3207,217.6767
5270.2,9.860022741,115.8056648,116,255.1525,154.7866,218.9039,202.7104,150.9263,221.0008,188.7509,186.2031
5271.4,7.606365225,115.8320332,116,205.7411,133.4636,193.1167,172.4817,118.8606,171.3658,144.7899,137.6299
5272.6,5.555192309,115.8584016,116,151.3229,102.1065,149.282,129.7593,76.78766,97.4664,88.2848,75.00039
5273.8,3.76267811,115.88477,116,99.95853,70.64769,98.55765,86.95081,49.20949,51.98762,54.71995,42.09878
5275,2.277913034,115.9111385,116,57.94414,43.01886,59.84191,53.50337,38.28392,35.05359,45.11553,34.73785
5276.2,1.141559361,115.9375069,116,44.4236,33.04026,46.04081,43.45277,35.7835,30.2559,41.08917,32.52832
5277.4,0.38473766,115.9638753,116,40.39541,29.93732,42.22367,39.76641,33.6399,27.75194,38.60123,29.55873
5278.6,0.028174509,115.9902437,116,37.28979,28.75945,39.12528,37.68457,33.01864,26.24685,38.85559,28.74194
5279.8,0.081634866,116.0166121,116,35.83219,28.09634,36.52564,36.62836,31.43715,25.27319,37.50426,27.65776
5281,0.543654648,116.0429805,116,36.21092,26.85816,35.31033,35.81049,31.35933,24.48826,34.59684,27.29327
5282.2,1.401580825,116.0693489,116,35.13608,26.354,34.86652,35.01757,31.10582,23.94964,33.90809,26.98627
5283.4,2.631917937,116.0957173,116,34.68571,25.68837,34.45635,34.93103,30.65269,23.71709,34.31192,25.53375
5284.6,4.200971555,116.1220857,116,35.6614,25.63122,34.36421,35.45705,31.4299,24.10723,34.64219,26.03826
5285.8,6.065771041,116.1484542,116,37.55031,30.51956,46.99943,50.28489,32.91488,29.45842,37.73997,30.5308
5287,8.175246362,116.1748226,116,74.52799,59.38112,94.02451,93.34229,56.01435,81.73881,76.57824,77.43245
5288.2,10.47162671,116.201191,116,135.7898,99.98574,151.6467,147.628,104.6249,160.8994,143.7203,151.7545
5289.4,12.89202263,116.2275594,116,180.3023,128.1618,182.8925,177.0046,136.6468,201.2515,172.8794,185.4375
5290.6,15.37014833,116.2539278,116,204.7042,138.3864,193.8775,187.702,143.6512,221.0304,187.9838,197.8066
5291.8,17.83813703,116.2802962,116,210.6227,137.0328,190.2092,184.4521,140.4509,208.2303,184.5398,190.8149
5293,20.22839954,116.3066646,116,189.9231,126.8331,183.3516,167.5423,127.4555,190.2776,168.8557,170.3719
5294.2,22.47547532,116.333033,116,171.5839,116.4593,164.8729,150.1339,113.0198,160.9968,147.468,147.8331
5295.4,24.51782519,116.3594014,116,156.2985,101.6288,142.6721,127.8323,97.4198,130.6634,125.5748,126.9354
5296.8,26.5675799,116.3901646,116,133.0516,87.80457,122.0938,110.6111,83.30878,107.3414,101.4259,111.9619
5298,27.98407727,116.416533,116,109.0209,73.63059,97.85183,94.49368,71.07208,89.29847,87.60398,97.06138
5299.2,29.04498829,116.4429014,116,92.92446,64.11094,85.03919,79.19038,61.93617,72.87129,72.37813,81.5135
5300.4,29.72125847,116.4692698,116,82.22429,55.625,78.29287,69.90017,57.44373,62.30459,67.34912,63.90332
5301.6,29.99436725,116.4956382,116,65.78176,50.87001,67.91254,63.54015,54.31792,57.20827,63.10406,59.00215
5302.8,29.85683519,116.5220066,117,64.75787,48.76477,64.95591,60.55321,50.01022,52.8303,60.50593,51.87504
5304,29.31242879,116.548375,117,56.88278,44.40131,57.94644,55.74016,45.1614,45.06804,56.7115,46.54945
5305.2,28.37605734,116.5747435,117,51.25334,40.89544,54.26834,53.06272,46.63977,45.25738,56.68952,47.21681
5306.4,27.07336463,116.6011119,117,55.79312,45.16831,64.50606,59.60747,50.0128,55.07565,63.41092,59.3547
5307.6,25.44002665,116.6274803,117,67.23758,54.00513,79.24866,69.21238,59.80399,73.06859,80.6147,75.62487
5308.8,23.52077454,116.6538487,117,89.26683,67.36343,98.3366,89.84135,74.2674,101.5435,104.722,101.5381
5310,21.3681696,116.6802171,117,116.523,85.56317,123.6738,117.7315,95.18561,145.1634,135.8332,135.7284
5311.2,19.04116381,116.7065855,117,158.9754,108.0686,155.4247,146.6806,122.2415,186.1016,166.2242,169.0684
5312.4,16.60348532,116.7329539,117,191.5876,131.633,191.1004,177.4536,143.1995,226.007,194.7549,201.9498
5313.6,14.12189324,116.7593223,117,235.4418,152.5561,223.5177,202.4164,162.6088,260.0634,213.8076,224.62
5314.8,11.66434929,116.7856907,117,258.5998,160.9961,228.1462,212.8696,168.4117,257.2838,215.338,217.3881
5316,9.298156608,116.8120592,117,252.5545,152.9654,220.7531,200.9971,148.7914,216.7383,183.581,175.0814
5317.2,7.088116548,116.8384276,117,203.3072,130.0601,186.2196,170.1646,111.1476,159.5796,138.0517,125.8659
5318.4,5.094754021,116.864796,117,141.6988,95.11186,142.9289,120.8845,69.27137,84.58022,78.40238,62.64585
5319.6,3.372659932,116.8911644,117,85.94308,63.98609,90.58075,79.83354,45.57884,44.93159,50.73172,40.60864
5320.8,1.968996136,116.9175328,117,55.83625,39.39989,53.74055,52.44857,37.91823,33.72415,43.72366,37.22119
5322,0.922203846,116.9439012,117,44.47974,31.62626,47.01481,42.63285,34.31311,29.67783,41.08641,32.93494
5323.2,0.260950874,116.9702696,117,39.41134,29.48961,43.60272,39.75738,33.132,27.45404,38.81919,31.80114
5324.4,0.003346518,116.996638,117,37.95623,28.94129,40.95251,37.36795,31.54692,26.12293,38.90024,30.95066
5325.6,0.156445618,117.0230064,117,37.06292,27.31612,38.22352,36.5834,30.8233,25.16901,36.04941,29.78121
5326.8,0.716055351,117.0493748,117,35.72042,25.93663,36.89359,35.66208,30.30798,24.44993,34.9443,28.84256
5328,1.666850054,117.0757433,117,35.18413,26.20288,35.35914,36.60256,31.47271,23.96427,33.86782,28.028
5329.2,2.982790939,117.1021117,117,34.932,26.07801,34.73587,37.17192,31.90447,23.77376,33.99607,27.91089
5330.4,4.627839202,117.1284801,117,34.3176,26.16564,36.58919,37.81392,32.14699,24.39564,33.76745,27.27275
5331.6,6.55694299,117.1548485,117,41.93504,37.0319,58.52213,61.63021,35.27411,37.28406,42.91924,39.12933
5332.8,8.717271212,117.1812169,117,94.51999,69.84007,111.8481,110.1911,66.59405,100.5581,88.33296,96.90324
5334,11.04966038,117.2075853,117,153.9922,109.1342,170.1517,161.1011,113.0685,177.2927,150.3769,159.5186
5335.2,13.4902349,117.2339537,117,196.2687,132.2601,200.4443,183.6605,142.3863,216.3182,180.414,191.0034
5336.4,15.97215636,117.2603221,117,216.092,142.3429,206.77,191.3078,151.0211,222.8609,191.1038,193.9527
5337.6,18.42745401,117.2866905,117,205.9931,138.1792,198.2618,179.6617,140.8446,211.892,187.5625,185.5897
5338.8,20.78888624,117.313059,117,188.9137,126.1793,183.6164,169.0915,126.9653,184.1937,185.405,164.0809
5340,22.99178206,117.3394274,117,175.278,114.4241,156.1767,148.3582,112.1188,156.5113,145.614,144.9757
5341.2,24.97581222,117.3657958,117,151.7011,99.33738,139.1253,123.6675,96.06857,126.7366,122.5433,128.1675
5342.4,26.68664139,117.3921642,117,128.1742,85.80153,115.9228,107.3316,83.15953,107.1463,103.1381,97.58152
5343.6,28.07741622,117.4185326,117,108.2616,73.81848,98.34162,92.14029,71.37477,88.55469,88.49181,78.1101
5344.8,29.11004847,117.444901,117,91.36184,63.92914,84.41404,76.91375,63.0903,72.94138,77.43947,66.62115
5346,29.75625814,117.4712694,117,78.94961,55.72797,74.02946,68.25316,57.30071,62.56779,67.6635,58.78938
5347.2,29.9983479,117.4976378,117,67.30204,51.498,69.01809,64.85238,53.41501,57.12948,65.23075,57.92036
5348.4,29.8296878,117.5240062,118,64.16606,48.46452,62.4496,60.78192,48.51912,52.53545,62.79544,58.1913
5349.6,29.25489683,117.5503747,118,57.2177,43.7948,56.75552,53.98041,45.70006,44.99616,59.15018,52.91072
5350.8,28.28971639,117.5767431,118,51.34225,41.25443,55.81423,52.52194,44.62805,46.0365,60.29817,55.61361
5352,26.96057926,117.6031115,118,55.69288,45.147,66.70247,58.99055,50.34999,56.4534,66.01137,64.46604
5353.2,25.30388564,117.6294799,118,69.21035,54.36689,77.57913,71.5401,61.51179,75.7255,89.40397,81.36121
5354.4,23.36500629,117.6558483,118,92.09689,67.9738,96.00728,91.45991,76.99568,104.7883,109.0699,108.2598
5355.8,20.81753178,117.6866114,118,123.3736,90.97594,129.3206,121.3107,103.8024,152.3911,142.2479,154.8143
5357,18.45768936,117.7129799,118,168.125,114.4057,165.42,159.4031,128.412,196.8224,172.7065,180.7396
5358.2,16.00315349,117.7393483,118,213.5522,138.8399,205.0385,186.9286,151.3431,234.4133,210.5313,215.5839
5359.4,13.52114491,117.7657167,118,255.9791,155.0255,242.9272,210.6929,165.6556,272.896,225.368,230.1117
5360.6,11.07963677,117.7920851,118,268.5638,163.2235,239.8875,220.5965,169.1712,260.8535,218.8549,215.1514
5361.8,8.745493021,117.8184535,118,244.5343,151.7055,217.8826,196.4243,143.0017,207.1602,173.9705,178.7945
5363,6.582637332,117.8448219,118,186.0378,125.0801,182.0568,162.723,101.4371,140.1289,126.8733,108.9492
5364.2,4.650302402,117.8711903,118,133.6855,87.42411,125.9254,110.3728,60.93125,72.80365,73.40155,50.37025
5365.4,3.001407813,117.8975587,118,78.34783,56.5425,84.11685,71.6597,43.18911,40.89585,48.86922,40.04305
5366.6,1.681110754,117.9239271,118,48.56106,37.06616,52.94584,47.38182,38.40497,32.9596,44.58043,32.53232
5367.8,0.725569328,117.9502955,118,41.31998,31.47315,46.99589,40.62554,36.50681,29.62374,44.56978,27.67988
5369,0.16095232,117.976664,118,36.13831,29.73744,43.1601,36.37897,34.80302,27.66135,37.90067,26.81677
5370.2,0.002722522,118.0030324,118,34.81105,29.01313,41.51569,35.10193,34.13084,26.47011,36.29325,25.18609
5371.4,0.25521327,118.0294008,118,33.82159,27.38283,39.35786,33.30125,33.2045,25.54426,33.83576,24.5383
5372.6,0.911509766,118.0557692,118,32.62838,27.01484,38.03214,32.32445,32.67829,24.86334,32.14446,24.63823
5373.8,1.95363845,118.0821376,118,31.57529,26.91852,37.4914,32.59803,32.08498,24.41546,30.26523,25.31525
5375,3.353059232,118.108506,118,30.87183,27.24103,36.63921,33.62193,32.26137,24.30047,34.69187,25.0764
5376.2,5.071447099,118.1348744,118,30.91576,27.03985,38.36439,35.2762,31.39766,25.15557,34.27102,26.23141
5377.4,7.061741694,118.1612428,118,45.9601,44.0147,70.0525,67.9419,39.36503,48.91308,50.77979,48.01426
5378.6,9.269436133,118.1876112,118,110.6133,80.01801,128.2287,121.489,81.05678,126.4758,117.9537,113.9765
5379.8,11.63406975,118.2139797,118,171.6203,116.0374,175.5209,171.8044,123.4736,185.9374,169.5037,165.8062
5381,14.09088387,118.2403481,118,208.353,135.7239,204.2658,190.7522,147.224,228.3122,193.5727,193.7719
5382.2,16.57259536,118.2667165,118,214.8349,142.2286,209.9539,191.7657,150.8682,230.4521,200.588,194.3589
5383.4,19.01123921,118.2930849,118,210.0809,138.9129,199.93,179.7609,141.8797,211.5338,183.6874,181.4347
5384.6,21.3400299,118.3194533,118,191.0328,127.2983,182.3007,163.5638,124.8661,178.9331,162.1158,162.8224
5385.8,23.49519038,118.3458217,118,173.1361,112.3175,153.9638,143.776,110.0303,152.9626,136.9207,133.9725
5387.2,25.71169374,118.3765849,118,149.6937,96.51787,132.8444,121.6513,92.88601,124.7159,114.0762,109.5309
5388.4,27.29675957,118.4029533,118,123.1372,79.84319,109.7147,100.5181,76.80961,98.02874,97.22283,90.62617
5389.6,28.54506217,118.4293217,118,103.3106,70.16984,93.56114,87.07107,68.70676,81.55229,79.0297,88.74283
5390.8,29.42241508,118.4556901,118,89.21938,60.3646,78.46588,75.35097,59.81182,68.32232,71.79618,68.93117
5392,29.90479082,118.4820585,118,90.58664,53.66092,70.51103,68.1266,56.29079,60.30335,67.33211,65.95423
5393.2,29.97897889,118.5084269,118,67.11719,50.83708,68.31291,64.29322,51.76059,56.22085,62.43918,56.4548
5394.4,29.64294754,118.5347953,119,59.54337,48.07619,62.52618,60.09802,48.65241,50.44166,57.24665,48.36947
5395.6,28.90589945,118.5611637,119,52.77731,42.47184,58.48878,52.49819,44.16464,44.53576,53.47027,47.09391
5396.8,27.78801966,118.5875321,119,52.2553,42.88742,59.06456,53.82955,47.78016,49.8579,58.44555,53.13775
5398,26.31992282,118.6139005,119,61.00848,48.85524,70.63391,62.44126,54.4788,63.3839,70.00377,66.39841
5399.2,24.54181471,118.640269,119,78.05869,59.94845,86.70674,77.83998,65.4247,88.7113,89.79994,93.88209
5400.4,22.50239122,118.6666374,119,111.0307,76.48085,111.8422,100.864,84.67845,124.4728,120.6919,139.847
5401.6,20.25750469,118.6930058,119,143.413,101.4261,141.6509,136.0411,113.93,167.3938,151.1045,168.0117
5402.8,17.86863435,118.7193742,119,183.6668,123.6154,175.0385,161.5066,136.1981,210.9664,182.3237,206.9212
5404,15.40120261,118.7457426,119,229.6938,145.3957,208.9981,196.2756,162.0265,252.2847,215.3809,225.7744
5405.2,12.9227834,118.772111,119,280.4422,161.432,236.825,219.2605,174.7006,277.2599,231.1044,242.4051
5406.4,10.50125155,118.7984794,119,268.2111,165.5029,248.9654,222.516,166.2885,253.1909,215.4997,214.1855
5407.6,8.202923956,118.8248478,119,236.5424,148.7079,221.7851,193.8748,136.6135,205.5046,165.8949,153.7931
5408.8,6.0907434,118.8512162,119,180.0409,118.468,173.5942,150.2308,93.75337,124.6494,113.3219,99.1648
5410,4.222554778,118.8775847,119,114.1837,82.60345,119.4229,97.85756,55.65048,60.85744,59.63283,49.48908
5411.2,2.649520939,118.9039531,119,67.32586,50.74204,77.93839,63.95289,42.20449,38.37373,48.41025,37.82406
5412.4,1.414721523,118.9303215,119,48.09061,35.85614,57.29763,45.37485,37.78408,32.0241,47.11435,33.73595
5413.6,0.551973168,118.9566899,119,42.31176,30.47563,49.41053,38.28932,34.6302,29.10149,38.93292,28.59788
5414.8,0.084903393,118.9830583,119,39.16021,29.00536,46.87395,36.02088,33.19962,27.34767,38.04666,28.44349
5416,0.02630353,119.0094267,119,34.10216,28.5307,42.76353,35.38241,31.55797,26.10982,44.18944,27.48328
5417.2,0.377778415,119.0357951,119,32.96385,27.11177,40.33777,34.47567,31.98888,25.17502,35.03274,26.84777
5418.4,1.129702437,119.0621635,119,32.27911,26.89382,39.97727,34.51457,31.04458,24.55264,35.06069,26.85704
5419.6,2.261483149,119.0885319,119,31.69008,26.45824,39.24976,33.75958,30.39882,24.21249,33.50047,26.1168
5420.8,3.74212522,119.1149003,119,31.18024,26.94359,38.98146,34.33612,29.69922,24.28309,33.10432,25.44326
5422,5.531079281,119.1412688,119,31.38242,27.41407,43.36731,42.87168,29.97334,25.54549,33.69031,26.5852
5423.2,7.579352428,119.1676372,119,57.21816,50.67118,83.24295,83.62611,43.99458,63.96024,60.98119,60.6818
5424.4,9.830849954,119.1940056,119,119.3687,90.8487,143.7438,138.6937,93.53523,146.7466,133.1986,131.9685
5425.6,12.22391158,119.220374,119,180.3733,127.8287,189.0784,179.1957,133.3676,204.7664,176.085,182.1625
5426.8,14.69300012,119.2467424,119,220.8211,142.7246,209.981,198.5718,151.2075,234.1943,195.1673,198.1871
5428,17.17049625,119.2731108,119,223.5996,145.4687,203.1308,196.848,150.2469,229.0146,195.4512,192.2601
5429.2,19.58855044,119.2994792,119,213.1733,136.7257,201.1073,178.4359,137.056,211.4168,185.8848,174.2436
5430.4,21.88094102,119.3258476,119,189.7494,125.4978,177.7495,159.9621,124.9001,179.6193,158.4229,155.6235
5431.6,23.98488781,119.352216,119,172.4817,110.1242,154.4842,138.8005,106.7703,148.7686,139.4359,133.3499
5433,26.12481114,119.3829792,119,143.8671,94.78444,131.2937,119.4627,89.97341,119.5322,109.3273,106.148
5434.2,27.63186613,119.4093476,119,117.6625,79.16039,107.1695,99.25606,75.96985,97.88137,95.91554,87.49642
5435.4,28.79298054,119.435716,119,101.6453,68.47912,88.00762,83.49609,66.38782,79.11411,76.33884,84.1441
5436.6,29.57635569,119.4620844,119,88.43311,58.96727,76.26299,72.92486,59.04011,66.68204,71.1995,73.28654
5437.8,29.9605378,119.4884528,119,73.17236,52.97403,69.10416,67.56071,54.44834,59.40856,68.53528,60.40793
5439,29.93500552,119.5148212,119,61.08874,50.14477,63.93762,64.51199,50.54161,55.20972,66.70439,55.107
5440.2,29.50045811,119.5411897,120,56.41703,46.76611,62.04773,58.26563,46.93475,48.15057,56.80673,49.77117
5441.4,28.66879621,119.5675581,120,49.13538,42.02139,54.78841,52.43535,44.18256,45.26032,57.42992,51.6699
5442.6,27.46279601,119.5939265,120,50.87722,43.90935,57.24261,55.85735,47.79001,52.82458,71.47695,57.125
5443.8,25.91548543,119.6202949,120,60.75033,51.6378,68.73614,66.31276,57.13657,69.48694,83.33435,76.39949
5445,24.06923966,119.6466633,120,80.28158,64.43899,90.45866,85.52709,71.5263,96.50558,99.73418,105.0294
5446.2,21.9746206,119.6730317,120,109.7672,82.5038,113.7798,110.9274,91.04606,132.1993,129.1658,131.122
5447.4,19.68899221,119.6994001,120,146.445,107.7335,152.0201,143.1707,119.0336,184.895,166.7281,175.2792
5448.6,17.27494948,119.7257685,120,188.1259,128.2936,181.5526,175.4996,145.5081,230.0127,198.2863,211.3309
5449.8,14.79860421,119.7521369,120,228.3863,154.7212,222.5751,206.8398,167.0219,270.8565,224.8151,246.8997
5451,12.32777443,119.7785054,120,262.9191,170.949,240.1153,228.432,183.8044,285.8437,238.0333,243.7812
5452.2,9.930127133,119.8048738,120,275.1571,165.5193,243.6655,220.831,168.7549,248.0764,210.6751,206.8935
5453.4,7.671325099,119.8312422,120,229.1126,145.1014,210.5211,189.5068,128.8897,189.0008,162.3232,145.9042
5454.6,5.613228651,119.8576106,120,164.1396,110.0106,163.126,141.7639,84.27114,111.0767,103.3305,82.73381
5455.8,3.812201518,119.883979,120,104.5762,75.29482,114.1657,92.24136,52.32657,56.89392,60.10972,46.01917
5457,2.317567242,119.9103474,120,56.96352,45.23114,69.40564,54.48165,40.58855,36.47227,50.28158,37.14991
